Month,Grade,Region,Regional_Price,National_Price,Seasonal_Impact,Indonesia_Price_in_USD,Madagascar_Price_in_USD,Tanzania_Price_in_USD,Local_Production_Volume,Local_Export_Volume,Global_Production_Volume,Temperature,Rainfall,Exchange_Rate,Inflation_Rate,Fuel_Price
9/1/2021,Clove,Badulla,1078.33,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Kurunegala,1326.25,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Colombo,1123.33,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Gampaha,1283.33,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Kalutara,1010.00,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Galle,1306.25,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Matara,1458.17,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Hambantota,1485.83,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Clove,Monaragala,1012.50,1288.55,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Kandy,151.00,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Matale,142.33,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Nuwaraeliya,130.25,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Kegalle,137.08,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Kurunegala,71.67,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Gampaha,96.67,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
9/1/2021,Stem,Matara,110.67,120.27,0,5.05,5.75,7.9,0,97,22716,27.48,147.68,201.9858,5.7,111
10/1/2021,Clove,Kandy,1448.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Matale,1467.67,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Nuwaraeliya,1425.00,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Kegalle,1525.00,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Ratnapura,1350.00,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Badulla,1058.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Kurunegala,1308.50,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Colombo,1169.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Gampaha,1316.67,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Kalutara,1023.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Galle,1262.50,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Matara,1465.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Hambantota,1541.67,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Clove,Monaragala,1008.33,1305.55,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Kandy,158.67,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Matale,147.67,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Nuwaraeliya,128.50,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Kegalle,167.50,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Kurunegala,70.00,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Gampaha,95.00,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
10/1/2021,Stem,Matara,112.00,126.63,0,5.15,5.85,8.1,0,97,34103,27.01,333.6,201.0899,7.6,111
11/1/2021,Clove,Kandy,1533.75,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Matale,1565.00,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Nuwaraeliya,1483.75,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Kegalle,1527.00,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Ratnapura,1400.00,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Badulla,1131.25,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Kurunegala,1300.25,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Colombo,1257.50,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Gampaha,1410.00,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Kalutara,1042.50,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Galle,1331.25,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Matara,1480.25,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Hambantota,1500.00,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Clove,Monaragala,1112.50,1362.50,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Kandy,158.00,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Matale,171.25,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Nuwaraeliya,142.50,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Kegalle,152.50,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Kurunegala,79.25,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Gampaha,106.25,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
11/1/2021,Stem,Matara,112.25,132.08,0,5.2,5.9,8.2,1430.5,65,28786,26.33,511.31,201.8582,9.9,111
12/1/2021,Clove,Kandy,1640.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Matale,1666.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Nuwaraeliya,1605.00,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Kegalle,1587.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Ratnapura,1438.75,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Badulla,1209.00,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Kurunegala,1512.25,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Colombo,1275.00,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Gampaha,1502.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Kalutara,1110.00,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Galle,1362.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Matara,1565.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Hambantota,1600.00,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Clove,Monaragala,1387.50,1461.61,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Kandy,159.75,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Matale,182.00,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Nuwaraeliya,161.25,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Kegalle,195.00,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Kurunegala,92.50,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Gampaha,112.50,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
12/1/2021,Stem,Matara,112.00,145.00,1,5.25,6,8.3,2574.9,65,17361,26.09,135.18,201.399,12.1,121
1/1/2022,Clove,Kandy,1772.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Matale,1805.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Nuwaraeliya,1691.25,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Kegalle,1753.75,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Ratnapura,1597.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Badulla,1412.50,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Kurunegala,1558.25,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Colombo,1345.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Gampaha,1530.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Kalutara,1160.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Galle,1500.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Matara,1669.75,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Hambantota,1610.50,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Clove,Monaragala,1350.00,1557.73,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Kandy,178.50,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Matale,158.25,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Nuwaraeliya,178.75,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Kegalle,153.75,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Kurunegala,89.00,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Gampaha,111.25,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
1/1/2022,Stem,Matara,114.50,140.57,1,5.8,5.7,9,1716.6,140,10224,25.83,116.96,201.4647,14.2,121
2/1/2022,Clove,Kandy,1895.60,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Matale,1907.20,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Nuwaraeliya,1738.40,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Kegalle,1816.40,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Ratnapura,1695.60,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Badulla,1622.40,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Kurunegala,1750.00,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Colombo,1457.60,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Gampaha,1670.00,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Kalutara,1249.00,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Galle,1550.00,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Matara,1788.20,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Hambantota,1423.80,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Clove,Monaragala,1475.00,1671.57,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Kandy,201.40,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Matale,194.00,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Nuwaraeliya,187.00,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Kegalle,183.00,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Kurunegala,124.60,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Gampaha,123.00,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
2/1/2022,Stem,Matara,116.80,159.68,1,5.9,5.8,9.2,0,419,11529,25.77,144.37,201.7362,15.1,176
3/1/2022,Clove,Kandy,1964.25,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Matale,2028.25,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Nuwaraeliya,1730.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Kegalle,1858.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Ratnapura,1806.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Badulla,1634.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Kurunegala,1850.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Colombo,1712.50,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Gampaha,1800.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Kalutara,1253.75,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Galle,1775.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Matara,1960.25,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Hambantota,1887.50,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Clove,Monaragala,1650.00,1803.05,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Kandy,246.25,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Matale,228.25,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Nuwaraeliya,191.25,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Kegalle,233.25,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Kurunegala,141.50,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Gampaha,147.50,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
3/1/2022,Stem,Matara,128.00,190.43,0,6,5.9,9.4,0,651,11726,27.12,73.2,255.8081,18.7,176
4/1/2022,Clove,Kandy,2454.00,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Matale,2608.33,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Nuwaraeliya,2041.67,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Kegalle,2166.33,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Ratnapura,2219.00,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Badulla,1710.67,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Kurunegala,2055.67,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Colombo,1833.33,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Gampaha,2013.33,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Kalutara,1693.33,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Galle,1746.67,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Matara,2322.67,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Hambantota,2065.00,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Clove,Monaragala,2075.00,2067.73,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Kandy,286.33,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Matale,346.33,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Nuwaraeliya,203.33,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Kegalle,283.33,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Kurunegala,270.00,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Gampaha,157.50,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
4/1/2022,Stem,Matara,139.67,244.00,0,6.1,6,9.5,0,512,5901,27.71,297.63,319.4404,29.8,289
5/1/2022,Clove,Kandy,2775.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Matale,2925.25,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Nuwaraeliya,2815.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Kegalle,2791.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Ratnapura,2365.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Badulla,2125.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Kurunegala,2616.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Colombo,1859.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Gampaha,2285.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Kalutara,1900.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Galle,2112.50,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Matara,2682.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Hambantota,2583.25,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Clove,Monaragala,2225.00,2432.97,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Kandy,354.75,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Matale,431.50,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Nuwaraeliya,305.00,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Kegalle,331.50,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Kurunegala,382.50,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Gampaha,180.50,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
5/1/2022,Stem,Matara,140.00,303.68,0,6.15,6.05,9.6,0,233,0,27.89,139.23,358.939,39.1,289
6/1/2022,Clove,Kandy,2578.67,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Matale,2839.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Nuwaraeliya,2696.67,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Kegalle,2455.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Ratnapura,2595.67,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Badulla,2233.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Kurunegala,2622.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Colombo,2050.00,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Gampaha,2333.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Kalutara,1996.67,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Galle,2000.00,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Matara,2731.67,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Hambantota,2644.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Clove,Monaragala,2158.33,2423.98,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Kandy,343.33,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Matale,391.33,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Nuwaraeliya,288.33,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Kegalle,263.67,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Kurunegala,316.67,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Gampaha,195.33,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
6/1/2022,Stem,Matara,143.33,277.43,0,5.9,5.8,9.2,0,116,3358,27.37,70.76,360.2428,54.6,430
7/1/2022,Clove,Kandy,2782.00,2476.32,0,6,5.9,9.3,0,47,14489,27.28,128.65,360.8724,60.8,430
7/1/2022,Clove,Matale,2910.75,2476.32,0,6,5.9,9.3,0,47,14489,27.28,128.65,360.8724,60.8,430
7/1/2022,Clove,Nuwaraeliya,2745.00,2476.32,0,6,5.9,9.3,0,47,14489,27.28,128.65,360.8724,60.8,430
7/1/2022,Clove,Kegalle,2483.25,2476.32,0,6,5.9,9.3,0,47,14489,27.28,128.65,360.8724,60.8,430
7/1/2022,Clove,Ratnapura,2690.50,2476.32,0,6,5.9,9.3,0,47,14489,27.28,128.65,360.8724,60.8,430
